"Offense","Defense","Home","Offense Score","Defense Score","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type"
"North Dakota","Drake","North Dakota","21","0","3","13","10","3","3","48","1","10","false","14","Rush"
"North Dakota","Drake","North Dakota","21","0","3","13","10","3","3","34","1","10","false","14","Rush"
"North Dakota","Drake","North Dakota","21","0","3","13","10","3","3","20","1","10","false","18","Pass Reception"
"North Dakota","Drake","North Dakota","21","0","3","13","10","3","3","2","1","2","false","-1","Rush"
"North Dakota","Drake","North Dakota","28","0","3","10","26","3","3","3","2","3","true","3","Passing Touchdown"
"North Dakota","Drake","North Dakota","28","0","3","10","18","3","3","65","0","0","false","0","Kickoff"
"Drake","North Dakota","North Dakota","0","28","3","10","18","3","3","55","1","10","false","18","Pass Reception"
"Drake","North Dakota","North Dakota","0","28","3","10","18","3","3","37","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","28","3","10","18","3","3","37","2","10","false","0","Pass Reception"
"Drake","North Dakota","North Dakota","0","28","3","10","18","3","3","37","3","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","28","3","8","59","3","3","37","4","10","false","9","Rush"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","72","1","10","false","13","Pass Reception"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","59","1","10","false","-5","Penalty"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","64","1","15","false","4","Rush"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","60","2","11","false","24","Pass Reception"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","36","1","10","false","4","Rush"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","32","2","6","false","-5","Penalty"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","37","2","11","false","6","Rush"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","31","3","5","false","6","Pass Reception"
"North Dakota","Drake","North Dakota","28","0","3","8","59","3","3","25","1","10","false","2","Pass Reception"
"North Dakota","Drake","North Dakota","34","0","3","3","35","3","3","23","2","8","true","23","Passing Touchdown"
"North Dakota","Drake","North Dakota","34","0","3","3","35","3","3","65","0","0","false","0","Kickoff"
"Drake","North Dakota","North Dakota","0","34","3","3","35","3","3","75","1","10","false","2","Rush"
"Drake","North Dakota","North Dakota","0","34","3","3","35","3","3","73","2","8","false","31","Pass Reception"
"Drake","North Dakota","North Dakota","0","34","3","3","35","3","3","42","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","34","3","3","35","3","3","42","2","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","34","3","3","35","3","3","42","3","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","34","3","2","32","3","3","42","4","10","false","0","Pass Incompletion"
"North Dakota","Drake","North Dakota","34","0","3","2","32","3","3","58","1","10","false","26","Pass Reception"
"North Dakota","Drake","North Dakota","34","0","3","2","32","3","3","32","1","10","false","5","Rush"
"North Dakota","Drake","North Dakota","34","0","3","2","32","3","3","27","2","5","false","5","Rush"
"North Dakota","Drake","North Dakota","34","0","3","2","32","3","3","22","1","10","false","15","Pass Reception"
"North Dakota","Drake","North Dakota","41","0","3","0","13","3","3","7","1","7","true","7","Rushing Touchdown"
"North Dakota","Drake","North Dakota","41","0","3","0","13","3","3","65","0","0","false","0","Kickoff"
"Drake","North Dakota","North Dakota","0","41","3","0","13","3","3","65","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","41","3","0","0","3","3","65","2","10","false","6","Pass Reception"
"Drake","North Dakota","North Dakota","0","41","3","0","0","3","3","65","0","10","false","0","End Period"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","59","3","4","false","14","Pass Reception"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","45","1","10","false","5","Rush"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","40","2","5","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","40","3","5","false","12","Pass Reception"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","28","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","28","2","10","false","24","Rush"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","4","1","4","false","-1","Rush"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","5","2","5","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","0","41","4","15","0","3","3","5","3","5","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","41","4","12","16","3","3","5","4","5","true","5","Passing Touchdown"
"Drake","North Dakota","North Dakota","7","41","4","12","16","3","3","65","0","0","false","0","Kickoff"
"North Dakota","Drake","North Dakota","41","7","4","12","16","3","3","75","1","10","false","6","Rush"
"North Dakota","Drake","North Dakota","41","7","4","12","16","3","3","69","2","4","false","28","Pass Reception"
"North Dakota","Drake","North Dakota","41","7","4","12","16","3","3","41","1","10","false","2","Rush"
"North Dakota","Drake","North Dakota","41","7","4","12","16","3","3","39","2","8","false","6","Rush"
"North Dakota","Drake","North Dakota","41","7","4","12","16","3","3","33","3","2","false","0","Pass Incompletion"
"North Dakota","Drake","North Dakota","48","7","4","9","20","3","3","33","4","2","true","33","Passing Touchdown"
"North Dakota","Drake","North Dakota","48","7","4","9","20","3","3","65","0","0","false","0","Kickoff"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","75","1","10","false","5","Rush"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","70","2","5","false","3","Pass Reception"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","67","3","2","false","23","Pass Reception"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","44","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","44","2","10","false","6","Pass Reception"
"Drake","North Dakota","North Dakota","7","48","4","9","20","3","3","38","3","4","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","48","4","6","25","3","3","38","4","4","false","0","Pass Incompletion"
"North Dakota","Drake","North Dakota","48","7","4","6","25","3","3","62","1","10","false","5","Rush"
"North Dakota","Drake","North Dakota","48","7","4","6","25","3","3","57","2","5","false","0","Rush"
"North Dakota","Drake","North Dakota","48","7","4","6","25","3","3","57","3","5","false","4","Rush"
"North Dakota","Drake","North Dakota","48","7","4","6","25","3","3","53","4","1","false","-5","Penalty"
"North Dakota","Drake","North Dakota","48","7","4","3","59","3","3","58","4","6","false","0","Punt"
"Drake","North Dakota","North Dakota","7","48","4","3","59","3","3","60","1","10","false","18","Rush"
"Drake","North Dakota","North Dakota","7","48","4","3","59","3","3","42","1","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","48","4","3","59","3","3","42","2","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","48","4","3","59","3","3","42","3","10","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","48","4","3","13","3","3","42","4","10","false","0","Pass Incompletion"
"North Dakota","Drake","North Dakota","55","7","4","3","3","3","3","58","1","10","true","58","Rushing Touchdown"
"North Dakota","Drake","North Dakota","55","7","4","2","55","3","3","65","0","0","false","0","Kickoff Return (Offense)"
"Drake","North Dakota","North Dakota","7","55","4","2","55","3","3","80","1","10","false","0","Rush"
"Drake","North Dakota","North Dakota","7","55","4","2","55","3","3","80","2","10","false","5","Rush"
"Drake","North Dakota","North Dakota","7","55","4","2","55","3","3","75","3","5","false","0","Pass Incompletion"
"Drake","North Dakota","North Dakota","7","55","4","1","17","3","3","75","4","5","false","0","Punt"
"North Dakota","Drake","North Dakota","55","7","4","1","17","3","3","56","1","10","false","0","Rush"
"North Dakota","Drake","North Dakota","55","7","4","0","0","3","3","56","2","10","false","0","Rush"
"North Dakota","Drake","North Dakota","55","7","4","0","0","3","3","100","0","10","false","0","End of Game"
"Davidson","VMI","VMI","0","0","2","11","23","3","2","70","2","5","false","0","Timeout"
"Davidson","VMI","VMI","0","0","2","11","23","3","2","75","1","10","false","5","Rush"
"Davidson","VMI","VMI","0","0","2","11","23","3","2","70","2","5","false","1","Rush"
"Davidson","VMI","VMI","0","0","2","11","23","3","2","69","3","4","false","1","Rush"
"Davidson","VMI","VMI","0","0","2","9","22","3","2","70","4","5","false","0","Punt"
"VMI","Davidson","VMI","0","0","1","15","0","2","3","65","1","10","false","0","Kickoff"
"Davidson","VMI","VMI","0","0","1","15","0","3","2","75","1","10","false","1","Rush"
"Davidson","VMI","VMI","0","0","1","15","0","3","2","74","2","9","false","2","Rush"
"Davidson","VMI","VMI","0","0","1","15","0","3","2","72","3","7","false","2","Rush"
"Davidson","VMI","VMI","0","0","1","12","56","3","2","70","4","5","false","0","Punt"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","89","1","10","false","4","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","85","2","6","false","8","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","77","1","10","false","1","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","76","2","9","false","6","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","70","3","3","false","4","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","66","1","10","false","8","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","58","2","2","false","3","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","55","1","10","false","15","Pass Reception"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","40","1","10","false","3","Rush"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","37","2","7","false","12","Pass Reception"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","25","1","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","0","0","1","12","56","2","3","25","2","10","false","5","Pass Reception"
"VMI","Davidson","VMI","0","0","1","6","49","2","3","20","3","5","false","-19","Penalty"
"Davidson","VMI","VMI","0","0","1","6","49","3","2","63","1","10","false","2","Rush"
"Davidson","VMI","VMI","0","0","1","6","49","3","2","61","2","8","false","3","Rush"
"Davidson","VMI","VMI","0","0","1","6","49","3","2","58","3","5","false","0","Fumble Recovery (Own)"
"Davidson","VMI","VMI","0","0","1","4","41","3","2","58","4","5","false","6","Punt"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","63","2","1","false","0","Timeout"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","72","1","10","false","9","Pass Reception"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","63","2","1","false","5","Rush"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","58","1","10","false","4","Rush"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","54","2","6","false","0","Rush"
"VMI","Davidson","VMI","0","0","1","4","41","1","3","54","3","6","false","0","Penalty"
"VMI","Davidson","VMI","0","0","1","2","37","1","3","54","4","6","false","0","Punt"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","73","2","3","false","0","Timeout"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","80","1","10","false","7","Rush"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","73","2","3","false","34","Pass Reception"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","39","1","10","false","3","Rush"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","36","2","7","false","0","Rush"
"Davidson","VMI","VMI","0","0","1","2","37","3","0","36","3","7","false","0","Pass Incompletion"
"Davidson","VMI","VMI","0","0","1","0","0","3","0","36","4","7","false","0","Punt"
"VMI","Davidson","VMI","0","0","1","0","0","0","3","80","0","10","false","0","End Period"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","80","1","10","false","9","Pass Reception"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","71","2","1","false","2","Rush"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","69","1","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","69","2","10","false","14","Pass Reception"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","55","1","10","false","11","Rush"
"VMI","Davidson","VMI","0","0","2","15","0","0","3","44","1","10","false","0","Rush"
"VMI","Davidson","VMI","0","0","2","12","52","-1","3","44","2","10","false","0","Timeout"
"VMI","Davidson","VMI","0","0","2","12","52","-1","3","44","2","10","false","-5","Penalty"
"VMI","Davidson","VMI","0","0","2","12","52","-1","3","49","2","15","false","-6","Sack"
"VMI","Davidson","VMI","0","0","2","12","52","-1","3","55","3","21","false","5","Pass Reception"
"VMI","Davidson","VMI","0","0","2","11","30","-1","3","50","4","16","false","-5","Penalty"
"VMI","Davidson","VMI","0","0","2","11","23","-1","3","55","4","21","false","0","Punt"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","68","1","10","false","7","Rush"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","61","2","3","false","1","Rush"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","60","3","2","false","4","Rush"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","56","1","10","false","17","Pass Reception"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","39","1","10","false","3","Rush"
"VMI","Davidson","VMI","0","0","2","9","22","-1","3","36","2","7","false","7","Rush"
"VMI","Davidson","VMI","0","0","2","6","33","-1","2","29","1","10","false","0","Timeout"
"VMI","Davidson","VMI","0","0","2","6","33","-1","2","29","1","10","false","7","Rush"
"VMI","Davidson","VMI","0","0","2","6","33","-1","2","22","2","3","false","0","Rush"
"VMI","Davidson","VMI","0","0","2","6","33","-1","2","22","3","3","false","2","Rush"
"VMI","Davidson","VMI","0","0","2","5","22","-1","2","20","4","1","false","1","Fumble Recovery (Opponent)"
"Davidson","VMI","VMI","0","0","2","5","22","2","-1","81","1","10","false","0","Rush"
"Davidson","VMI","VMI","0","0","2","5","22","2","-1","81","2","10","false","1","Rush"
"Davidson","VMI","VMI","0","0","2","5","22","2","-1","80","3","9","false","0","Pass Incompletion"
"Davidson","VMI","VMI","0","0","2","3","46","2","-1","80","4","9","false","5","Punt"
"VMI","Davidson","VMI","0","0","2","3","46","-1","2","55","1","10","false","1","Rush"
"VMI","Davidson","VMI","0","0","2","3","46","-1","2","54","2","9","false","9","Pass Reception"
"VMI","Davidson","VMI","0","0","2","3","46","-1","2","45","1","10","false","6","Rush"
"VMI","Davidson","VMI","0","0","2","3","46","-1","2","39","2","4","false","16","Pass Reception"
"VMI","Davidson","VMI","0","0","2","3","46","-1","2","23","1","10","false","9","Rush"
"VMI","Davidson","VMI","0","0","2","1","16","-1","1","14","2","1","false","0","Timeout"
"VMI","Davidson","VMI","6","0","2","1","11","-1","1","14","2","1","true","14","Rushing Touchdown"
"VMI","Davidson","VMI","6","0","2","1","11","-1","1","65","1","10","false","19","Kickoff"
"Davidson","VMI","VMI","0","6","2","1","11","1","-1","68","1","10","false","1","Pass Reception"
"Davidson","VMI","VMI","0","6","2","0","57","1","-2","67","2","9","false","0","Timeout"
"Davidson","VMI","VMI","0","6","2","0","57","1","-2","67","2","9","false","4","Rush"
"Davidson","VMI","VMI","0","6","2","0","51","1","-3","63","3","5","false","0","Timeout"
"Davidson","VMI","VMI","0","6","2","0","51","1","-3","63","3","5","false","0","Pass Incompletion"
"Davidson","VMI","VMI","0","6","2","0","39","1","-3","63","4","5","false","0","Punt"
"VMI","Davidson","VMI","6","0","2","0","0","-3","1","80","0","10","false","0","End of Half"
"VMI","Davidson","VMI","6","0","2","0","0","-3","1","80","1","10","false","7","Rush"
"Davidson","VMI","VMI","0","6","3","15","0","3","3","65","1","10","false","18","Kickoff"
"VMI","Davidson","VMI","6","0","3","15","0","3","3","77","1","10","false","3","Rush"
"VMI","Davidson","VMI","6","0","3","15","0","3","3","74","2","7","false","-6","Sack"
"VMI","Davidson","VMI","6","0","3","15","0","3","3","80","3","13","false","3","Rush"
"VMI","Davidson","VMI","6","0","3","13","14","3","3","77","4","10","false","0","Punt"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","75","1","10","false","3","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","72","2","7","false","4","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","68","3","3","false","2","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","66","4","1","false","2","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","64","1","10","false","1","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","65","2","11","false","8","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","57","3","3","false","3","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","54","1","10","false","9","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","45","2","1","false","0","Pass Incompletion"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","45","3","1","false","2","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","43","1","10","false","4","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","39","2","6","false","-5","Penalty"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","44","2","11","false","12","Pass Reception"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","32","1","10","false","3","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","29","2","7","false","4","Rush"
"Davidson","VMI","VMI","0","6","3","13","14","3","3","25","3","3","false","1","Rush"
"Davidson","VMI","VMI","7","6","3","3","32","3","3","24","4","2","true","24","Passing Touchdown"
"Davidson","VMI","VMI","7","6","3","3","32","3","3","65","1","10","false","0","Kickoff"
"VMI","Davidson","VMI","6","7","3","3","32","3","3","65","1","10","false","5","Pass Reception"
"VMI","Davidson","VMI","6","7","3","3","32","3","3","70","2","15","false","-5","Penalty"
"VMI","Davidson","VMI","6","7","3","3","32","3","3","75","2","20","false","-8","Fumble Recovery (Own)"
"VMI","Davidson","VMI","6","7","3","3","32","3","3","83","3","28","false","11","Rush"
"VMI","Davidson","VMI","6","7","3","1","10","3","3","72","4","17","false","14","Punt"
"Davidson","VMI","VMI","7","6","3","1","10","3","3","62","1","10","false","8","Rush"
"Davidson","VMI","VMI","7","6","3","1","10","3","3","54","2","2","false","2","Rush"
"Davidson","VMI","VMI","7","6","3","0","0","3","3","52","0","10","false","0","End Period"
"Davidson","VMI","VMI","7","6","3","0","0","3","3","52","1","10","false","3","Rush"
"Davidson","VMI","VMI","7","6","4","15","0","3","3","49","2","7","false","2","Rush"
"Davidson","VMI","VMI","7","6","4","15","0","3","3","47","3","5","false","1","Rush"
"Davidson","VMI","VMI","7","6","4","13","35","2","3","46","4","4","false","0","Timeout"
"Davidson","VMI","VMI","7","6","4","13","29","2","3","46","4","4","false","0","Punt"
"VMI","Davidson","VMI","6","7","4","13","29","3","2","82","1","10","false","2","Rush"
"VMI","Davidson","VMI","6","7","4","13","29","3","2","80","2","8","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","13","29","3","2","80","3","8","false","6","Rush"
"VMI","Davidson","VMI","6","7","4","12","3","3","2","74","4","2","false","0","Punt"
"Davidson","VMI","VMI","7","6","4","12","3","2","3","71","1","10","false","5","Rush"
"Davidson","VMI","VMI","7","6","4","12","3","2","3","66","2","5","false","1","Rush"
"Davidson","VMI","VMI","7","6","4","12","3","2","3","65","3","4","false","0","Pass Incompletion"
"Davidson","VMI","VMI","7","6","4","10","37","2","3","65","4","4","false","3","Punt"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","75","1","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","75","2","10","false","3","Rush"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","72","3","7","false","-10","Penalty"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","82","3","17","false","38","Pass Reception"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","44","1","10","false","16","Rush"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","28","1","10","false","-10","Penalty"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","36","2","18","false","3","Rush"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","33","3","15","false","4","Rush"
"VMI","Davidson","VMI","6","7","4","10","37","3","2","29","4","11","false","4","Rush"
"VMI","Davidson","VMI","6","7","4","6","32","3","2","25","1","10","false","42","Field Goal Missed"
"Davidson","VMI","VMI","7","6","4","6","32","2","3","75","1","10","false","2","Rush"
"Davidson","VMI","VMI","7","6","4","6","32","2","3","73","2","8","false","5","Rush"
"Davidson","VMI","VMI","7","6","4","6","32","2","3","68","3","3","false","2","Rush"
"Davidson","VMI","VMI","7","6","4","4","19","2","3","70","4","5","false","0","Punt"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","85","1","10","false","4","Rush"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","81","2","6","false","-9","Penalty"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","90","2","15","false","13","Pass Reception"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","77","3","2","false","3","Rush"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","74","1","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","74","2","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","74","3","10","false","14","Pass Reception"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","60","1","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","60","2","10","false","0","Pass Incompletion"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","60","3","10","false","-10","Penalty"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","70","3","20","false","28","Pass Reception"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","42","1","10","false","15","Pass Reception"
"VMI","Davidson","VMI","6","7","4","4","19","3","2","27","1","10","false","2","Rush"
"VMI","Davidson","VMI","12","7","4","0","51","3","2","25","2","8","true","25","Passing Touchdown"
"VMI","Davidson","VMI","6","7","4","0","51","2","2","3","1","10","false","0","Timeout"
"VMI","Davidson","VMI","12","7","4","0","51","2","2","65","1","10","false","18","Kickoff Return (Offense)"
"Davidson","VMI","VMI","7","12","4","0","51","2","2","77","1","10","false","7","Pass Reception"
"Davidson","VMI","VMI","7","12","4","0","51","2","2","70","2","3","false","5","Pass Reception"
"Davidson","VMI","VMI","7","12","4","0","51","2","2","65","1","10","false","0","Rush"
"Davidson","VMI","VMI","7","12","4","0","3","2","2","65","2","10","false","0","Interception"
"VMI","Davidson","VMI","12","7","4","0","0","2","2","79","1","10","false","-1","Rush"
"VMI","Davidson","VMI","12","7","4","0","0","2","2","79","0","10","false","0","End of Game"
"Furman","Tennessee Tech","Furman","0","0","1","15","0","3","3","65","0","0","false","0","Kickoff"
"Tennessee Tech","Furman","Furman","0","0","1","15","0","3","3","75","1","10","false","5","Pass Reception"
"Tennessee Tech","Furman","Furman","0","0","1","15","0","3","3","70","2","5","false","2","Rush"
"Tennessee Tech","Furman","Furman","0","0","1","15","0","3","3","68","3","3","false","13","Pass Reception"
"Tennessee Tech","Furman","Furman","0","0","1","15","0","3","3","55","1","10","false","-4","Rush"
"Tennessee Tech","Furman","Furman","0","7","1","12","38","3","3","59","2","14","true","43","Interception Return Touchdown"
"Furman","Tennessee Tech","Furman","7","0","1","12","38","3","3","65","0","0","false","0","Kickoff"
"Tennessee Tech","Furman","Furman","0","7","1","12","38","3","3","75","1","10","false","4","Rush"
"Tennessee Tech","Furman","Furman","0","7","1","12","38","3","3","71","2","6","false","2","Pass Reception"
"Tennessee Tech","Furman","Furman","0","7","1","12","38","3","3","69","3","4","false","11","Pass Reception"
"Tennessee Tech","Furman","Furman","0","7","1","12","38","3","3","58","1","10","false","0","Pass Incompletion"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","52","3","4","false","0","Timeout"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","58","2","10","false","6","Pass Reception"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","52","3","4","false","13","Pass Reception"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","39","1","10","false","6","Rush"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","33","2","4","false","-1","Rush"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","34","3","5","false","7","Rush"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","27","1","10","false","0","Pass Incompletion"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","27","2","10","false","4","Pass Reception"
"Tennessee Tech","Furman","Furman","0","7","1","10","13","2","3","23","3","6","false","2","Pass Reception"
"Tennessee Tech","Furman","Furman","3","7","1","6","50","2","3","21","4","4","true","38","Field Goal Good"
"Tennessee Tech","Furman","Furman","3","7","1","6","45","2","3","65","0","0","false","0","Kickoff"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","79","1","10","false","5","Rush"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","74","2","5","false","0","Pass Incompletion"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","74","3","5","false","7","Rush"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","67","1","10","false","2","Rush"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","65","2","8","false","-8","Sack"
"Furman","Tennessee Tech","Furman","7","3","1","6","45","3","2","73","3","16","false","9","Rush"
"Furman","Tennessee Tech","Furman","7","3","1","3","58","3","2","64","4","7","false","0","Punt"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","81","2","5","false","0","Timeout"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","86","1","10","false","5","Rush"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","81","2","5","false","11","Pass Reception"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","70","1","10","false","9","Rush"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","61","2","1","false","0","Rush"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","61","3","1","false","0","Rush"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","61","4","1","false","8","Pass Reception"
"Tennessee Tech","Furman","Furman","3","7","1","3","12","1","3","53","1","10","false","0","Pass Incompletion"
"Tennessee Tech","Furman","Furman","3","7","1","0","0","1","3","53","2","10","false","8","Rush"
"Tennessee Tech","Furman","Furman","3","7","1","0","0","1","3","53","0","10","false","0","End Period"
"Tennessee Tech","Furman","Furman","3","7","2","14","56","1","3","45","3","2","false","-2","Fumble Recovery (Opponent)"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","53","1","10","false","10","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","43","1","10","false","4","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","39","2","6","false","-3","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","42","3","9","false","13","Pass Reception"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","29","1","10","false","6","Pass Reception"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","23","2","4","false","1","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","14","56","3","1","22","3","3","false","0","Pass Incompletion"
"Furman","Tennessee Tech","Furman","7","3","2","11","39","3","1","22","4","3","false","9","Penalty"
"Tennessee Tech","Furman","Furman","3","7","2","11","39","1","3","86","1","10","false","4","Rush"
"Tennessee Tech","Furman","Furman","3","7","2","10","56","1","3","82","2","6","false","0","Interception"
"Furman","Tennessee Tech","Furman","7","3","2","10","56","3","1","17","1","10","false","5","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","10","56","3","1","12","2","5","false","1","Rush"
"Furman","Tennessee Tech","Furman","7","3","2","10","56","3","1","11","3","4","false","4","Pass Reception"
